"Tabela 6579 - População residente estimada"
"Variável - População residente estimada (Pessoas)"
"Cód.";"Município";"Ano"
"3157708";"Santa Juliana (MG)";"12455"
"3157807";"Santa Luzia (MG)";"213345"
"3157906";"Santa Margarida (MG)";"15772"
"3158003";"Santa Maria de Itabira (MG)";"10918"
"3158102";"Santa Maria do Salto (MG)";"5406"
"3158201";"Santa Maria do Suaçuí (MG)";"14839"
"3158300";"Santana da Vargem (MG)";"7379"
"3158409";"Santana de Cataguases (MG)";"3793"
"3158508";"Santana de Pirapama (MG)";"8106"
"3158607";"Santana do Deserto (MG)";"3997"
"3158706";"Santana do Garambéu (MG)";"2361"
"3158805";"Santana do Jacaré (MG)";"4793"
"3158904";"Santana do Manhuaçu (MG)";"8834"
"3158953";"Santana do Paraíso (MG)";"30255"
"3159001";"Santana do Riacho (MG)";"4211"
"3159100";"Santana dos Montes (MG)";"3908"
"3159209";"Santa Rita de Caldas (MG)";"9239"
"3159308";"Santa Rita de Jacutinga (MG)";"5090"
"3159357";"Santa Rita de Minas (MG)";"6924"
"3159407";"Santa Rita de Ibitipoca (MG)";"3628"
"3159506";"Santa Rita do Itueto (MG)";"5782"
"3159605";"Santa Rita do Sapucaí (MG)";"40435"
"3159704";"Santa Rosa da Serra (MG)";"3347"
"3159803";"Santa Vitória (MG)";"19106"
"3159902";"Santo Antônio do Amparo (MG)";"18162"
"3160009";"Santo Antônio do Aventureiro (MG)";"3650"
"3160108";"Santo Antônio do Grama (MG)";"4138"
"3160207";"Santo Antônio do Itambé (MG)";"4151"
"3160306";"Santo Antônio do Jacinto (MG)";"12042"
"3160405";"Santo Antônio do Monte (MG)";"27352"
"3160454";"Santo Antônio do Retiro (MG)";"7236"
"3160504";"Santo Antônio do Rio Abaixo (MG)";"1820"
"3160603";"Santo Hipólito (MG)";"3276"
"3160702";"Santos Dumont (MG)";"47557"
"3160801";"São Bento Abade (MG)";"4915"
"3160900";"São Brás do Suaçuí (MG)";"3673"
"3160959";"São Domingos das Dores (MG)";"5622"
"3161007";"São Domingos do Prata (MG)";"17811"
"3161056";"São Félix de Minas (MG)";"3467"
"3161106";"São Francisco (MG)";"56003"
"3161205";"São Francisco de Paula (MG)";"6666"
"3161304";"São Francisco de Sales (MG)";"6069"
"3161403";"São Francisco do Glória (MG)";"5211"
"3161502";"São Geraldo (MG)";"11178"
"3161601";"São Geraldo da Piedade (MG)";"4372"
"3161650";"São Geraldo do Baixio (MG)";"3740"
"3161700";"São Gonçalo do Abaeté (MG)";"6651"
"3161809";"São Gonçalo do Pará (MG)";"11289"
"3161908";"São Gonçalo do Rio Abaixo (MG)";"10384"
"3162005";"São Gonçalo do Sapucaí (MG)";"25007"
"3162104";"São Gotardo (MG)";"33774"
"3162203";"São João Batista do Glória (MG)";"7241"
"3162252";"São João da Lagoa (MG)";"4858"
"3162302";"São João da Mata (MG)";"2808"
"3162401";"São João da Ponte (MG)";"25961"
"3162450";"São João das Missões (MG)";"12421"
"3162500";"São João del Rei (MG)";"88405"
"3162559";"São João do Manhuaçu (MG)";"10917"
"3162575";"São João do Manteninha (MG)";"5530"
"3162609";"São João do Oriente (MG)";"7964"
"3162658";"São João do Pacuí (MG)";"4276"
"3162708";"São João do Paraíso (MG)";"23303"
"3162807";"São João Evangelista (MG)";"16028"
"3162906";"São João Nepomuceno (MG)";"26114"
"3162922";"São Joaquim de Bicas (MG)";"28064"
"3162948";"São José da Barra (MG)";"7155"
"3162955";"São José da Lapa (MG)";"21538"
"3163003";"São José da Safira (MG)";"4241"
"3163102";"São José da Varginha (MG)";"4556"
"3163201";"São José do Alegre (MG)";"4163"
"3163300";"São José do Divino (MG)";"3942"
"3163409";"São José do Goiabal (MG)";"5717"
"3163508";"São José do Jacuri (MG)";"6694"
"3163607";"São José do Mantimento (MG)";"2721"
"3163706";"São Lourenço (MG)";"44037"
"3163805";"São Miguel do Anta (MG)";"6991"
"3163904";"São Pedro da União (MG)";"5054"
"3164001";"São Pedro dos Ferros (MG)";"8397"
"3164100";"São Pedro do Suaçuí (MG)";"5616"
"3164209";"São Romão (MG)";"11179"
"3164308";"São Roque de Minas (MG)";"6973"
"3164407";"São Sebastião da Bela Vista (MG)";"5249"
"3164431";"São Sebastião da Vargem Alegre (MG)";"2936"
"3164472";"São Sebastião do Anta (MG)";"6140"
"3164506";"São Sebastião do Maranhão (MG)";"10740"
"3164605";"São Sebastião do Oeste (MG)";"6255"
"3164704";"São Sebastião do Paraíso (MG)";"68518"
"3164803";"São Sebastião do Rio Preto (MG)";"1622"
"3164902";"São Sebastião do Rio Verde (MG)";"2206"
"3165008";"São Tiago (MG)";"10955"
"3165107";"São Tomás de Aquino (MG)";"7257"
"3165206";"São Tomé das Letras (MG)";"6962"
"3165305";"São Vicente de Minas (MG)";"7420"
"3165404";"Sapucaí-Mirim (MG)";"6616"
"3165503";"Sardoá (MG)";"5957"
"3165537";"Sarzedo (MG)";"28625"
"3165552";"Setubinha (MG)";"11592"
"3165560";"Sem-Peixe (MG)";"2856"
"3165578";"Senador Amaral (MG)";"5398"
"3165602";"Senador Cortes (MG)";"2046"
"3165701";"Senador Firmino (MG)";"7598"
"3165800";"Senador José Bento (MG)";"1804"
"3165909";"Senador Modestino Gonçalves (MG)";"4564"
"3166006";"Senhora de Oliveira (MG)";"5864"
"3166105";"Senhora do Porto (MG)";"3597"
"3166204";"Senhora dos Remédios (MG)";"10544"
"3166303";"Sericita (MG)";"7375"
"3166402";"Seritinga (MG)";"1855"
"3166501";"Serra Azul de Minas (MG)";"4353"
"3166600";"Serra da Saudade (MG)";"825"
"3166709";"Serra dos Aimorés (MG)";"8720"
"3166808";"Serra do Salitre (MG)";"11142"
"3166907";"Serrania (MG)";"7778"
"3166956";"Serranópolis de Minas (MG)";"4650"
"3167004";"Serranos (MG)";"2037"
"3167103";"Serro (MG)";"21419"
"3167202";"Sete Lagoas (MG)";"227571"
"3167301";"Silveirânia (MG)";"2271"
"3167400";"Silvianópolis (MG)";"6249"
"3167509";"Simão Pereira (MG)";"2628"
"3167608";"Simonésia (MG)";"19188"
"3167707";"Sobrália (MG)";"5897"
"3167806";"Soledade de Minas (MG)";"5971"
"3167905";"Tabuleiro (MG)";"4085"
"3168002";"Taiobeiras (MG)";"32698"
"3168051";"Taparuba (MG)";"3210"
"3168101";"Tapira (MG)";"4423"
"3168200";"Tapiraí (MG)";"1923"
"3168309";"Taquaraçu de Minas (MG)";"3980"
"3168408";"Tarumirim (MG)";"14677"
"3168507";"Teixeiras (MG)";"11745"
"3168606";"Teófilo Otoni (MG)";"140067"
"3168705";"Timóteo (MG)";"86014"
"3168804";"Tiradentes (MG)";"7457"
"3168903";"Tiros (MG)";"6955"
"3169000";"Tocantins (MG)";"16494"
"3169059";"Tocos do Moji (MG)";"4099"
"3169109";"Toledo (MG)";"6066"
"3169208";"Tombos (MG)";"9321"
"3169307";"Três Corações (MG)";"76734"
"3169356";"Três Marias (MG)";"30302"
"3169406";"Três Pontas (MG)";"56156"
"3169505";"Tumiritinga (MG)";"6593"
"3169604";"Tupaciguara (MG)";"25171"
"3169703";"Turmalina (MG)";"19114"
"3169802";"Turvolândia (MG)";"4897"
"3169901";"Ubá (MG)";"108493"
"3170008";"Ubaí (MG)";"12248"
"3170057";"Ubaporanga (MG)";"12487"
"3170107";"Uberaba (MG)";"315360"
"3170206";"Uberlândia (MG)";"646673"
"3170305";"Umburatiba (MG)";"2746"
"3170404";"Unaí (MG)";"81693"
"3170438";"União de Minas (MG)";"4498"
"3170479";"Uruana de Minas (MG)";"3326"
"3170503";"Urucânia (MG)";"10581"
"3170529";"Urucuia (MG)";"14963"
"3170578";"Vargem Alegre (MG)";"6635"
"3170602";"Vargem Bonita (MG)";"2216"
"3170651";"Vargem Grande do Rio Pardo (MG)";"4942"
"3170701";"Varginha (MG)";"130139"
"3170750";"Varjão de Minas (MG)";"6558"
"3170800";"Várzea da Palma (MG)";"37879"
"3170909";"Varzelândia (MG)";"19678"
"3171006";"Vazante (MG)";"20506"
"3171030";"Verdelândia (MG)";"8875"
"3171071";"Veredinha (MG)";"5746"
"3171105";"Veríssimo (MG)";"3733"
"3171154";"Vermelho Novo (MG)";"4859"
"3171204";"Vespasiano (MG)";"114365"
"3171303";"Viçosa (MG)";"76147"
"3171402";"Vieiras (MG)";"3790"
"3171501";"Mathias Lobato (MG)";"3406"
"3171600";"Virgem da Lapa (MG)";"14016"
"3171709";"Virgínia (MG)";"8864"
"3171808";"Virginópolis (MG)";"10830"
"3171907";"Virgolândia (MG)";"5720"
"3172004";"Visconde do Rio Branco (MG)";"40356"
"3172103";"Volta Grande (MG)";"5258"
"3172202";"Wenceslau Braz (MG)";"2619"
"3200102";"Afonso Cláudio (ES)";"32551"
"3200136";"Águia Branca (ES)";"10045"
"3200169";"Água Doce do Norte (ES)";"12164"
"3200201";"Alegre (ES)";"32267"
"3200300";"Alfredo Chaves (ES)";"14859"
"3200359";"Alto Rio Novo (ES)";"7841"
"3200409";"Anchieta (ES)";"26658"
"3200508";"Apiacá (ES)";"7916"
"3200607";"Aracruz (ES)";"91562"
"3200706";"Atílio Vivácqua (ES)";"10862"
"3200805";"Baixo Guandu (ES)";"31126"
"3200904";"Barra de São Francisco (ES)";"43882"
"3201001";"Boa Esperança (ES)";"15169"
"3201100";"Bom Jesus do Norte (ES)";"10095"
"3201159";"Brejetuba (ES)";"12669"
"3201209";"Cachoeiro de Itapemirim (ES)";"205213"
"3201308";"Cariacica (ES)";"375974"
"3201407";"Castelo (ES)";"37331"
"3201506";"Colatina (ES)";"120677"
"3201605";"Conceição da Barra (ES)";"30659"
"3201704";"Conceição do Castelo (ES)";"12579"
"3201803";"Divino de São Lourenço (ES)";"4688"
"3201902";"Domingos Martins (ES)";"34059"
"3202009";"Dores do Rio Preto (ES)";"6827"
"3202108";"Ecoporanga (ES)";"24327"
"3202207";"Fundão (ES)";"19177"
"3202256";"Governador Lindenberg (ES)";"11953"
"3202306";"Guaçuí (ES)";"30144"
"3202405";"Guarapari (ES)";"116278"
"3202454";"Ibatiba (ES)";"24575"
"3202504";"Ibiraçu (ES)";"12124"
"3202553";"Ibitirama (ES)";"9400"
"3202603";"Iconha (ES)";"13548"
"3202652";"Irupi (ES)";"12798"
"3202702";"Itaguaçu (ES)";"14844"
"3202801";"Itapemirim (ES)";"33610"
"3202900";"Itarana (ES)";"11349"
"3203007";"Iúna (ES)";"29258"
"3203056";"Jaguaré (ES)";"27599"
"3203106";"Jerônimo Monteiro (ES)";"11707"
"3203130";"João Neiva (ES)";"16869"
"3203163";"Laranja da Terra (ES)";"11418"
"3203205";"Linhares (ES)";"157814"
"3203304";"Mantenópolis (ES)";"14808"
"3203320";"Marataízes (ES)";"37140"
"3203346";"Marechal Floriano (ES)";"15689"
"3203353";"Marilândia (ES)";"12092"
"3203403";"Mimoso do Sul (ES)";"27309"
"3203502";"Montanha (ES)";"19049"
"3203601";"Mucurici (ES)";"5909"
"3203700";"Muniz Freire (ES)";"19081"
"3203809";"Muqui (ES)";"15438"
"3203908";"Nova Venécia (ES)";"49564"
"3204005";"Pancas (ES)";"23125"
"3204054";"Pedro Canário (ES)";"25700"
"3204104";"Pinheiros (ES)";"26023"
"3204203";"Piúma (ES)";"20082"
"3204252";"Ponto Belo (ES)";"7590"
"3204302";"Presidente Kennedy (ES)";"11130"
"3204351";"Rio Bananal (ES)";"18892"
"3204401";"Rio Novo do Sul (ES)";"11993"
"3204500";"Santa Leopoldina (ES)";"12881"
"3204559";"Santa Maria de Jetibá (ES)";"37720"
"3204609";"Santa Teresa (ES)";"23432"
"3204658";"São Domingos do Norte (ES)";"8595"
"3204708";"São Gabriel da Palha (ES)";"35232"
"3204807";"São José do Calçado (ES)";"10987"
"3204906";"São Mateus (ES)";"120725"
"3204955";"São Roque do Canaã (ES)";"12179"
"3205002";"Serra (ES)";"467318"
"3205010";"Sooretama (ES)";"26843"
"3205036";"Vargem Alta (ES)";"20744"
"3205069";"Venda Nova do Imigrante (ES)";"22873"
"3205101";"Viana (ES)";"72115"
"3205150";"Vila Pavão (ES)";"9272"
"3205176";"Vila Valério (ES)";"14614"
"3205200";"Vila Velha (ES)";"458489"
"3205309";"Vitória (ES)";"348268"
"3300100";"Angra dos Reis (RJ)";"181486"
"3300159";"Aperibé (RJ)";"10736"
"3300209";"Araruama (RJ)";"118964"
"3300225";"Areal (RJ)";"11785"
"3300233";"Armação dos Búzios (RJ)";"29790"
"3300258";"Arraial do Cabo (RJ)";"28627"
"3300308";"Barra do Piraí (RJ)";"96261"
"3300407";"Barra Mansa (RJ)";"179472"
"3300456";"Belford Roxo (RJ)";"477583"
"3300506";"Bom Jardim (RJ)";"25969"
"3300605";"Bom Jesus do Itabapoana (RJ)";"35825"
"3300704";"Cabo Frio (RJ)";"200380"
"3300803";"Cachoeiras de Macacu (RJ)";"55632"
"3300902";"Cambuci (RJ)";"14862"
"3300936";"Carapebus (RJ)";"14408"
"3300951";"Comendador Levy Gasparian (RJ)";"8240"
"3301009";"Campos dos Goytacazes (RJ)";"477208"
"3301108";"Cantagalo (RJ)";"19825"
"3301157";"Cardoso Moreira (RJ)";"12599"
"3301207";"Carmo (RJ)";"17944"
"3301306";"Casimiro de Abreu (RJ)";"38492"
"3301405";"Conceição de Macabu (RJ)";"21844"
"3301504";"Cordeiro (RJ)";"20863"
"3301603";"Duas Barras (RJ)";"11070"
"3301702";"Duque de Caxias (RJ)";"873921"
"3301801";"Engenheiro Paulo de Frontin (RJ)";"13505"
"3301850";"Guapimirim (RJ)";"54706"
"3301876";"Iguaba Grande (RJ)";"24788"
"3301900";"Itaboraí (RJ)";"225263"
"3302007";"Itaguaí (RJ)";"115542"
"3302056";"Italva (RJ)";"14405"
"3302106";"Itaocara (RJ)";"22870"
"3302205";"Itaperuna (RJ)";"98004"
"3302254";"Itatiaia (RJ)";"29744"
"3302270";"Japeri (RJ)";"98393"
"3302304";"Laje do Muriaé (RJ)";"7385"
"3302403";"Macaé (RJ)";"224442"
"3302452";"Macuco (RJ)";"5360"
"3302502";"Magé (RJ)";"232419"
"3302601";"Mangaratiba (RJ)";"39210"
"3302700";"Maricá (RJ)";"139552"
"3302809";"Mendes (RJ)";"18072"
"3302858";"Mesquita (RJ)";"170185"
"3302908";"Miguel Pereira (RJ)";"24815"
"3303005";"Miracema (RJ)";"26786"
"3303104";"Natividade (RJ)";"15069"
"3303203";"Nilópolis (RJ)";"158288"
"3303302";"Niterói (RJ)";"494200"
"3303401";"Nova Friburgo (RJ)";"184122"
"3303500";"Nova Iguaçu (RJ)";"804815"
"3303609";"Paracambi (RJ)";"48705"
"3303708";"Paraíba do Sul (RJ)";"41955"
"3303807";"Paraty (RJ)";"39434"
"3303856";"Paty do Alferes (RJ)";"26696"
"3303906";"Petrópolis (RJ)";"297888"
"3303955";"Pinheiral (RJ)";"23488"
"3304003";"Piraí (RJ)";"27311"
"3304102";"Porciúncula (RJ)";"18188"
"3304110";"Porto Real (RJ)";"17663"
"3304128";"Quatis (RJ)";"13283"
"3304144";"Queimados (RJ)";"141753"
"3304151";"Quissamã (RJ)";"21806"
"3304201";"Resende (RJ)";"123385"
"3304300";"Rio Bonito (RJ)";"56942"
"3304409";"Rio Claro (RJ)";"17709"
"3304508";"Rio das Flores (RJ)";"8783"
"3304524";"Rio das Ostras (RJ)";"122196"
"3304557";"Rio de Janeiro (RJ)";"6429923"
"3304607";"Santa Maria Madalena (RJ)";"10282"
"3304706";"Santo Antônio de Pádua (RJ)";"41035"
"3304755";"São Francisco de Itabapoana (RJ)";"41397"
"3304805";"São Fidélis (RJ)";"37717"
"3304904";"São Gonçalo (RJ)";"1025507"
"3305000";"São João da Barra (RJ)";"33951"
"3305109";"São João de Meriti (RJ)";"460799"
"3305133";"São José de Ubá (RJ)";"7143"
"3305158";"São José do Vale do Rio Preto (RJ)";"20704"
"3305208";"São Pedro da Aldeia (RJ)";"93659"
"3305307";"São Sebastião do Alto (RJ)";"9012"
"3305406";"Sapucaia (RJ)";"17610"
"3305505";"Saquarema (RJ)";"79421"
"3305554";"Seropédica (RJ)";"81260"
"3305604";"Silva Jardim (RJ)";"21366"
"3305703";"Sumidouro (RJ)";"15070"
"3305752";"Tanguá (RJ)";"31844"
"3305802";"Teresópolis (RJ)";"169849"
"3305901";"Trajano de Moraes (RJ)";"10347"
"3306008";"Três Rios (RJ)";"78723"
"3306107";"Valença (RJ)";"73154"
"3306156";"Varre-Sai (RJ)";"9861"
"3306206";"Vassouras (RJ)";"35112"
"3306305";"Volta Redonda (RJ)";"261522"
"3500105";"Adamantina (SP)";"34953"
"3500204";"Adolfo (SP)";"3639"
"3500303";"Aguaí (SP)";"34188"
"3500402";"Águas da Prata (SP)";"7942"
"3500501";"Águas de Lindóia (SP)";"18108"
"3500550";"Águas de Santa Bárbara (SP)";"5876"
"3500600";"Águas de São Pedro (SP)";"3004"
"3500709";"Agudos (SP)";"36150"
"3500758";"Alambari (SP)";"5356"
"3500808";"Alfredo Marcondes (SP)";"4064"
"3500907";"Altair (SP)";"4010"
"3501004";"Altinópolis (SP)";"16137"
"3501103";"Alto Alegre (SP)";"4193"
"3501152";"Alumínio (SP)";"17784"
"3501202";"Álvares Florence (SP)";"3915"
"3501301";"Álvares Machado (SP)";"24482"
"3501400";"Álvaro de Carvalho (SP)";"4937"
"3501509";"Alvinlândia (SP)";"3137"
"3501608";"Americana (SP)";"224551"
"3501707";"Américo Brasiliense (SP)";"37165"
"3501806";"Américo de Campos (SP)";"5916"
"3501905";"Amparo (SP)";"69322"
"3502002";"Analândia (SP)";"4612"
"3502101";"Andradina (SP)";"57145"
"3502200";"Angatuba (SP)";"23666"
"3502309";"Anhembi (SP)";"6120"
"3502408";"Anhumas (SP)";"3941"
"3502507";"Aparecida (SP)";"36151"
"3502606";"Aparecida d'Oeste (SP)";"4468"
"3502705";"Apiaí (SP)";"25491"
"3502754";"Araçariguama (SP)";"19144"
"3502804";"Araçatuba (SP)";"190536"
"3502903";"Araçoiaba da Serra (SP)";"30088"
"3503000";"Aramina (SP)";"5416"
"3503109";"Arandu (SP)";"6334"
"3503158";"Arapeí (SP)";"2541"
"3503208";"Araraquara (SP)";"222036"
"3503307";"Araras (SP)";"126391"
"3503356";"Arco-Íris (SP)";"1925"
"3503406";"Arealva (SP)";"8245"
"3503505";"Areias (SP)";"3839"
"3503604";"Areiópolis (SP)";"10989"
"3503703";"Ariranha (SP)";"9095"
"3503802";"Artur Nogueira (SP)";"48420"
"3503901";"Arujá (SP)";"81326"
"3503950";"Aspásia (SP)";"1854"
"3504008";"Assis (SP)";"100204"
"3504107";"Atibaia (SP)";"134567"
"3504206";"Auriflama (SP)";"14831"
"3504305";"Avaí (SP)";"5210"
"3504404";"Avanhandava (SP)";"12307"
"3504503";"Avaré (SP)";"87238"
"3504602";"Bady Bassitt (SP)";"15851"
"3504701";"Balbinos (SP)";"4433"
"3504800";"Bálsamo (SP)";"8631"
"3504909";"Bananal (SP)";"10680"
"3505005";"Barão de Antonina (SP)";"3297"
"3505104";"Barbosa (SP)";"6998"
"3505203";"Bariri (SP)";"33466"
"3505302";"Barra Bonita (SP)";"36310"
"3505351";"Barra do Chapéu (SP)";"5514"
"3505401";"Barra do Turvo (SP)";"7878"
"3505500";"Barretos (SP)";"117779"
"3505609";"Barrinha (SP)";"30506"
"3505708";"Barueri (SP)";"256756"
"3505807";"Bastos (SP)";"21061"
"3505906";"Batatais (SP)";"59654"
"3506003";"Bauru (SP)";"362062"
"3506102";"Bebedouro (SP)";"77487"
"3506201";"Bento de Abreu (SP)";"2831"
"3506300";"Bernardino de Campos (SP)";"11133"
"3506359";"Bertioga (SP)";"53679"
"3506409";"Bilac (SP)";"7519"
"3506508";"Birigui (SP)";"115898"
"3506607";"Biritiba Mirim (SP)";"30492"
"3506706";"Boa Esperança do Sul (SP)";"14356"
"3506805";"Bocaina (SP)";"11568"
"3506904";"Bofete (SP)";"10504"
"3507001";"Boituva (SP)";"53431"
"3507100";"Bom Jesus dos Perdões (SP)";"21976"
"3507159";"Bom Sucesso de Itararé (SP)";"3772"
"3507209";"Borá (SP)";"834"
"3507308";"Boracéia (SP)";"4540"
"3507407";"Borborema (SP)";"15335"
"3507456";"Borebi (SP)";"2458"
"3507506";"Botucatu (SP)";"136269"
"3507605";"Bragança Paulista (SP)";"156995"
"3507704";"Braúna (SP)";"5345"
"3507753";"Brejo Alegre (SP)";"2723"
"3507803";"Brodowski (SP)";"22797"
"3507902";"Brotas (SP)";"22959"
"3508009";"Buri (SP)";"19395"
"3508108";"Buritama (SP)";"16312"
"3508207";"Buritizal (SP)";"4279"
"3508306";"Cabrália Paulista (SP)";"4430"
"3508405";"Cabreúva (SP)";"45112"
"3508504";"Caçapava (SP)";"89668"
"3508603";"Cachoeira Paulista (SP)";"31791"
"3508702";"Caconde (SP)";"18926"
"3508801";"Cafelândia (SP)";"17346"
"3508900";"Caiabu (SP)";"4201"
"3509007";"Caieiras (SP)";"93215"
"3509106";"Caiuá (SP)";"5418"
"3509205";"Cajamar (SP)";"69584"
"3509254";"Cajati (SP)";"29059"
"3509304";"Cajobi (SP)";"10232"
"3509403";"Cajuru (SP)";"24783"
"3509452";"Campina do Monte Alegre (SP)";"5836"
"3509502";"Campinas (SP)";"1144862"
"3509601";"Campo Limpo Paulista (SP)";"79091"
"3509700";"Campos do Jordão (SP)";"50221"
"3509809";"Campos Novos Paulista (SP)";"4776"
"3509908";"Cananéia (SP)";"12598"
"3509957";"Canas (SP)";"4722"
"3510005";"Cândido Mota (SP)";"30993"
"3510104";"Cândido Rodrigues (SP)";"2767"
"3510153";"Canitar (SP)";"4737"
"3510203";"Capão Bonito (SP)";"47510"
"3510302";"Capela do Alto (SP)";"18933"
"3510401";"Capivari (SP)";"51949"
"3510500";"Caraguatatuba (SP)";"109678"
"3510609";"Carapicuíba (SP)";"387788"
"3510708";"Cardoso (SP)";"12233"
"3510807";"Casa Branca (SP)";"29597"
"3510906";"Cássia dos Coqueiros (SP)";"2657"
"3511003";"Castilho (SP)";"19360"
"3511102";"Catanduva (SP)";"118209"
"3511201";"Catiguá (SP)";"7502"
"3511300";"Cedral (SP)";"8553"
"3511409";"Cerqueira César (SP)";"18703"
"3511508";"Cerquilho (SP)";"43473"
"3511607";"Cesário Lange (SP)";"16717"
"3511706";"Charqueada (SP)";"16092"
"3511904";"Clementina (SP)";"7717"
"3512001";"Colina (SP)";"18107"
"3512100";"Colômbia (SP)";"6196"
"3512209";"Conchal (SP)";"26689"
"3512308";"Conchas (SP)";"17162"
"3512407";"Cordeirópolis (SP)";"22648"
"3512506";"Coroados (SP)";"5615"
"3512605";"Coronel Macedo (SP)";"5009"
"3512704";"Corumbataí (SP)";"4018"
"3512803";"Cosmópolis (SP)";"64415"
"3512902";"Cosmorama (SP)";"7404"
"3513009";"Cotia (SP)";"220941"
"3513108";"Cravinhos (SP)";"33543"
"3513207";"Cristais Paulista (SP)";"8089"
"3513306";"Cruzália (SP)";"2260"
"3513405";"Cruzeiro (SP)";"80408"
"3513504";"Cubatão (SP)";"125178"
"3513603";"Cunha (SP)";"22251"
"3513702";"Descalvado (SP)";"32595"
"3513801";"Diadema (SP)";"406718"
"3513850";"Dirce Reis (SP)";"1760"
"3513900";"Divinolândia (SP)";"11604"
"3514007";"Dobrada (SP)";"8432"
"3514106";"Dois Córregos (SP)";"26126"
"3514205";"Dolcinópolis (SP)";"2148"
"3514304";"Dourado (SP)";"8884"
"3514403";"Dracena (SP)";"45346"
"3514502";"Duartina (SP)";"12585"
"3514601";"Dumont (SP)";"8874"
"3514700";"Echaporã (SP)";"6389"
"3514809";"Eldorado (SP)";"15238"
"3514908";"Elias Fausto (SP)";"16762"
"3514924";"Elisiário (SP)";"3359"
"3514957";"Embaúba (SP)";"2486"
"3515004";"Embu das Artes (SP)";"256247"
"3515103";"Embu-Guaçu (SP)";"66273"
"3515129";"Emilianópolis (SP)";"3149"
"3515152";"Engenheiro Coelho (SP)";"17681"
"3515186";"Espírito Santo do Pinhal (SP)";"43611"
"3515194";"Espírito Santo do Turvo (SP)";"4525"
"3515202";"Estrela d'Oeste (SP)";"8458"
"3515301";"Estrela do Norte (SP)";"2752"
"3515350";"Euclides da Cunha Paulista (SP)";"9729"
"3515400";"Fartura (SP)";"15889"
"3515509";"Fernandópolis (SP)";"67543"
"3515608";"Fernando Prestes (SP)";"5736"
"3515657";"Fernão (SP)";"1646"
"3515707";"Ferraz de Vasconcelos (SP)";"180326"
"3515806";"Flora Rica (SP)";"1699"
"3515905";"Floreal (SP)";"3042"
"3516002";"Flórida Paulista (SP)";"13704"
"3516101";"Florínea (SP)";"2843"
"3516200";"Franca (SP)";"336734"
"3516309";"Francisco Morato (SP)";"164718"
"3516408";"Franco da Rocha (SP)";"141824"
"3516507";"Gabriel Monteiro (SP)";"2790"
"3516606";"Gália (SP)";"7019"
"3516705";"Garça (SP)";"44479"
"3516804";"Gastão Vidigal (SP)";"4482"
"3516853";"Gavião Peixoto (SP)";"4635"
"3516903";"General Salgado (SP)";"10970"
"3517000";"Getulina (SP)";"11209"
"3517109";"Glicério (SP)";"4745"
"3517208";"Guaiçara (SP)";"11385"
"3517307";"Guaimbê (SP)";"5654"
"3517406";"Guaíra (SP)";"39314"
"3517505";"Guapiaçu (SP)";"19409"
"3517604";"Guapiara (SP)";"18129"
"3517703";"Guará (SP)";"20733"
"3517802";"Guaraçaí (SP)";"8586"
"3517901";"Guaraci (SP)";"10584"
"3518008";"Guarani d'Oeste (SP)";"2023"
"3518107";"Guarantã (SP)";"6629"
"3518206";"Guararapes (SP)";"32023"
"3518305";"Guararema (SP)";"27679"
"3518404";"Guaratinguetá (SP)";"117663"
"3518503";"Guareí (SP)";"16149"
"3518602";"Guariba (SP)";"37747"
"3518701";"Guarujá (SP)";"306683"
"3518800";"Guarulhos (SP)";"1299249"
"3518859";"Guatapará (SP)";"7341"
"3518909";"Guzolândia (SP)";"5023"
"3519006";"Herculândia (SP)";"9154"
"3519055";"Holambra (SP)";"12707"
"3519071";"Hortolândia (SP)";"209139"
"3519105";"Iacanga (SP)";"10776"
"3519204";"Iacri (SP)";"6530"
"3519253";"Iaras (SP)";"7431"
"3519303";"Ibaté (SP)";"32810"
"3519402";"Ibirá (SP)";"11615"
"3519501";"Ibirarema (SP)";"7203"
"3519600";"Ibitinga (SP)";"56531"
"3519709";"Ibiúna (SP)";"75241"
"3519808";"Icém (SP)";"7877"
"3519907";"Iepê (SP)";"7966"
"3520004";"Igaraçu do Tietê (SP)";"24299"
"3520103";"Igarapava (SP)";"29365"
"3520202";"Igaratá (SP)";"9251"
"3520301";"Iguape (SP)";"30124"
"3520400";"Ilhabela (SP)";"30983"
"3520426";"Ilha Comprida (SP)";"9908"
"3520442";"Ilha Solteira (SP)";"26138"
"3520509";"Indaiatuba (SP)";"222042"
"3520608";"Indiana (SP)";"4951"
"3520707";"Indiaporã (SP)";"3988"
"3520806";"Inúbia Paulista (SP)";"3826"
"3520905";"Ipaussu (SP)";"14383"
"3521002";"Iperó (SP)";"31745"
"3521101";"Ipeúna (SP)";"6638"
"3521150";"Ipiguá (SP)";"4858"
"3521200";"Iporanga (SP)";"4369"
"3521309";"Ipuã (SP)";"15184"
"3521408";"Iracemápolis (SP)";"21815"
"3521507";"Irapuã (SP)";"7666"
"3521606";"Irapuru (SP)";"8123"
"3521705";"Itaberá (SP)";"18158"
"3521804";"Itaí (SP)";"25535"
"3521903";"Itajobi (SP)";"15104"
"3522000";"Itaju (SP)";"3505"
"3522109";"Itanhaém (SP)";"93696"
"3522158";"Itaoca (SP)";"3332"
"3522208";"Itapecerica da Serra (SP)";"163363"
"3522307";"Itapetininga (SP)";"153810"
"3522406";"Itapeva (SP)";"91807"
